,CodeVehicule_id,puissanceFiscal,typeImmatriculation,energie,dateInsertion,codeMarque,numImmatriculation
307,217076,5,TU,ESSENCE,2017-10-05,198,4547TU42
333,225545,10,TU,GASOIL,2017-10-11,178,1533TU98
336,226999,5,TU,GASOIL,2017-10-05,198,4250TU93
414,1077414,6,TU,ESSENCE,2017-10-05,808,2150TU145
465,1084838,6,TU,GASOIL,2017-10-05,29,1471TU119
533,729894,10,TU,GASOIL,2017-10-05,347,4376TU175
577,262773,5,TU,ESSENCE,2017-10-05,12,266TU182
620,268920,4,TU,ESSENCE,2017-10-05,182,1488TU193
688,1109717,8,TU,GASOIL,2017-10-05,338,4156TU138
823,337840,7,TU,ESSENCE,2017-10-05,107,7768TU141
957,387657,5,TU,ESSENCE,2017-10-05,107,4632TU76
1001,404255,4,TU,ESSENCE,2017-10-05,119,2859TU96
1086,437262,5,TU,ESSENCE,2017-10-05,808,704TU166
1137,460258,7,TU,GASOIL,2017-10-05,103,1108TU188
1144,807238,5,TU,GASOIL,2017-10-05,12,2TU182
1190,813988,9,TU,GASOIL,2017-10-05,119,5516TU110
1232,502579,6,TU,ESSENCE,2017-10-20,29,2586TU162
1239,506679,5,TU,GASOIL,2017-10-05,12,431TU185
1257,517429,5,TU,ESSENCE,2017-10-05,206,4923TU152
1260,519204,7,TU,GASOIL,2017-10-05,30,8151TU102
1278,822658,4,TU,ESSENCE,2017-10-05,29,5143TU135
1330,551271,6,TU,GASOIL,2017-10-05,12,7153TU152
1366,840844,6,TU,ESSENCE,2017-10-05,30,5320TU63
1665,848628,4,TU,ESSENCE,2017-10-05,29,5607TU101
1686,848649,5,TU,ESSENCE,2017-10-05,96,6212TU136
1887,849847,6,TU,GASOIL,2017-10-05,29,310TU102
1995,850504,8,TU,GASOIL,2017-10-05,103,9576TU94
2083,850592,10,TU,GASOIL,2017-10-05,177,4119TU169
2208,573568,7,TU,GASOIL,2017-10-05,29,538TU143
2252,573612,5,TU,ESSENCE,2017-12-26,206,5637TU158
2318,574117,6,TU,GASOIL,2017-10-05,30,1356TU81
2361,574160,4,TU,ESSENCE,2017-10-05,30,4959TU84
2405,574204,4,TU,ESSENCE,2017-10-05,30,7842TU47
2572,575261,4,TU,ESSENCE,2017-10-05,119,5812TU89
2650,575779,8,TU,GASOIL,2017-10-25,376,9448TU200
2651,575780,7,TU,GASOIL,2017-10-25,12,9628TU124
2670,575799,9,TU,ESSENCE,2017-11-01,107,6611TU140
2704,575833,20,TU,GASOIL,2017-11-13,816,1652TU200
2705,575834,6,TU,ESSENCE,2017-11-16,178,781TU172
2799,576479,5,TU,GASOIL,2017-10-05,29,6149TU141
2837,576517,6,TU,ESSENCE,2017-10-05,198,2771TU138
2859,576539,8,TU,GASOIL,2017-10-16,30,3052TU103
3045,577606,5,TU,ESSENCE,2017-11-09,30,673TU201
3058,577619,6,TU,ESSENCE,2017-10-25,96,9280TU200
3062,577623,7,TU,ESSENCE,2017-10-12,29,2262TU156
3068,577629,5,TU,ESSENCE,2017-10-10,30,1812TU166
3071,577632,5,TU,ESSENCE,2017-10-05,808,7359TU158
3072,577633,8,TU,GASOIL,2017-10-05,103,2529TU70
3077,577638,5,TU,ESSENCE,2017-10-27,107,1792TU174
3078,577639,5,TU,ESSENCE,2017-10-05,323,9207TU184
3079,577640,6,TU,GASOIL,2017-11-10,12,5600TU168
3094,578208,8,TU,ESSENCE,2017-10-05,198,1010TU83
3145,578259,5,TU,ESSENCE,2017-10-05,96,1140TU127
3188,578302,7,TU,GASOIL,2017-10-05,29,717TU107
3230,570592,7,TU,GASOIL,2017-12-19,12,4704TU127
3275,570637,6,TU,ESSENCE,2018-01-04,29,4752TU77
3324,569797,5,TU,ESSENCE,2017-10-05,29,5846TU175
3360,569833,5,TU,ESSENCE,2017-10-05,119,6130TU104
3450,570480,4,TU,ESSENCE,2017-10-05,107,185TU121
3518,570548,8,TU,GASOIL,2017-10-05,29,5698TU101
3525,570555,7,TU,ESSENCE,2017-10-05,30,9169TU65
3631,571219,5,TU,ESSENCE,2017-10-05,107,5554TU87
3632,571220,5,TU,ESSENCE,2017-10-05,12,4917TU87
3635,571223,5,TU,ESSENCE,2017-10-05,30,4275TU182
3787,572372,29,TU,GASOIL,2017-10-05,103,91TU164
3817,572402,5,TU,GASOIL,2017-12-19,29,8372TU169
3867,841229,8,TU,GASOIL,2017-10-05,376,7389TU167
3883,841245,8,TU,GASOIL,2017-10-05,178,5857TU154
3885,841247,10,TU,GASOIL,2017-10-05,376,4659TU119
3913,841275,8,TU,GASOIL,2017-10-05,29,190TU87
3916,841278,10,TU,GASOIL,2017-10-05,376,7460TU115
3920,841282,4,TU,ESSENCE,2017-11-16,29,6195TU75
3932,841294,4,TU,ESSENCE,2017-11-16,105,9815TU73
3933,841295,6,TU,ESSENCE,2017-11-10,96,9250TU57
3934,841296,11,TU,GASOIL,2017-10-05,31,2985TU48
3962,841324,10,TU,GASOIL,2017-10-05,347,654TU66
4002,841802,10,TU,GASOIL,2017-10-05,338,1697TU140
4014,841814,6,TU,GASOIL,2017-10-05,12,5352TU162
4084,842327,4,TU,ESSENCE,2017-10-05,29,7593TU83
4218,842905,7,TU,GASOIL,2017-10-05,12,1314TU129
4268,842955,5,TU,ESSENCE,2017-10-05,96,6803TU108
4359,843485,6,TU,GASOIL,2017-10-05,338,6851TU186
4565,844577,5,TU,GASOIL,2017-10-05,107,7914TU71
4569,844581,4,TU,ESSENCE,2017-10-17,30,5053TU107
4590,844602,10,TU,GASOIL,2017-10-05,376,9891TU155
4607,844619,10,TU,GASOIL,2017-10-05,376,7137TU94
4615,844627,7,TU,GASOIL,2017-10-05,12,4007TU73
4648,845099,4,TU,ESSENCE,2017-10-05,107,7034TU96
4767,845771,5,TU,ESSENCE,2017-10-17,323,7432TU200
4888,846336,10,TU,GASOIL,2017-10-05,376,662TU154
4928,846376,5,TU,ESSENCE,2017-10-05,30,9643TU61
4983,846871,7,TU,ESSENCE,2017-10-05,107,4554TU105
5026,846914,6,TU,ESSENCE,2017-10-05,808,2231TU155
5046,846934,5,TU,ESSENCE,2017-10-05,30,5326TU127
5459,840236,8,TU,GASOIL,2017-10-05,376,3278TU52
5701,563436,4,TU,GASOIL,2017-12-21,30,2681TU115
5725,563460,5,TU,GASOIL,2018-01-03,29,2359TU202
5821,564112,5,TU,ESSENCE,2017-10-05,29,5321TU198
5835,564126,7,TU,GASOIL,2017-10-05,12,3526TU128
5855,564696,10,TU,GASOIL,2017-10-05,178,3616TU82
5861,564702,7,TU,GASOIL,2017-10-05,29,6740TU108
5942,564783,6,TU,ESSENCE,2017-11-01,152,1265TU126
5991,565275,4,TU,ESSENCE,2017-12-22,119,2803TU202
6002,565286,4,TU,ESSENCE,2017-10-05,107,7929TU149
6065,565795,6,TU,ESSENCE,2017-10-05,12,4450TU108
6095,565825,5,TU,ESSENCE,2017-11-09,119,5402TU120
6201,566370,8,TU,GASOIL,2017-10-05,107,2875TU151
6285,567010,5,TU,GASOIL,2017-10-05,107,4326TU67
6317,567042,4,TU,ESSENCE,2017-10-05,107,7075TU97
6342,567067,5,TU,ESSENCE,2017-10-05,30,5825TU113
6489,567546,4,TU,ESSENCE,2017-10-05,30,2616TU94
6594,568091,6,TU,GASOIL,2017-10-05,30,502TU184
6605,568102,9,TU,ESSENCE,2017-10-05,29,1364TU116
6648,568700,7,TU,ESSENCE,2017-10-05,107,583TU194
6685,568737,11,TU,ESSENCE,2017-10-05,808,7115TU191
6887,558391,5,TU,ESSENCE,2017-12-14,30,9546TU109
6907,558411,4,TU,ESSENCE,2017-10-05,30,8883TU90
6942,558446,7,TU,GASOIL,2017-12-14,105,2874TU77
6945,558449,5,TU,ESSENCE,2017-10-05,119,9458TU125
7042,558992,7,TU,GASOIL,2017-10-05,29,3907TU94
7182,560127,7,TU,GASOIL,2017-10-05,29,4612TU106
7207,560152,7,TU,GASOIL,2017-12-19,29,9286TU148
7298,560689,4,TU,ESSENCE,2017-10-05,105,4859TU83
7314,560705,5,TU,ESSENCE,2017-10-05,152,2127TU179
7359,560750,6,TU,ESSENCE,2017-10-05,107,1539TU178
7472,561414,5,TU,ESSENCE,2017-10-05,30,1916TU109
7516,562013,4,TU,ESSENCE,2017-10-05,29,4682TU64
7635,562576,6,TU,ESSENCE,2017-12-19,96,1627TU138
7651,562592,5,TU,ESSENCE,2017-12-21,96,7005TU105
7739,833904,4,TU,ESSENCE,2017-10-05,107,172TU84
7847,834563,4,TU,ESSENCE,2017-10-05,96,2388TU54
7995,835153,5,TU,ESSENCE,2017-10-05,119,3750TU138
8044,835202,5,TU,ESSENCE,2017-10-05,29,5928TU107
8106,835702,5,TU,ESSENCE,2017-10-05,30,300TU115
8170,836316,8,TU,GASOIL,2017-10-05,103,4521TU177
8247,836393,5,TU,GASOIL,2017-10-05,30,9235TU123
8265,836411,5,TU,ESSENCE,2017-10-05,119,1611TU115
8276,836753,5,TU,ESSENCE,2017-10-05,30,7850TU140
8311,836788,4,TU,ESSENCE,2017-10-05,119,4710TU120
8533,838002,4,TU,GASOIL,2017-10-05,30,2468TU129
8674,551347,5,TU,ESSENCE,2017-10-05,30,5784TU141
8714,551830,4,TU,ESSENCE,2017-10-05,29,8523TU58
8822,552383,10,TU,GASOIL,2017-11-22,376,3991TU90
8858,552419,7,TU,GASOIL,2017-12-20,29,5478TU105
8872,552433,5,TU,ESSENCE,2017-12-22,107,4307TU162
8914,552475,8,TU,GASOIL,2017-12-26,184,8206TU159
8972,831125,5,TU,ESSENCE,2017-10-05,12,2659TU49
9055,831769,5,TU,GASOIL,2017-10-05,12,825TU182
9171,832442,6,TU,GASOIL,2017-10-05,30,4298TU123
9291,833109,4,TU,ESSENCE,2017-10-05,107,4813TU116
9372,833190,5,TU,ESSENCE,2017-10-05,30,178TU117
9554,553760,4,TU,ESSENCE,2017-12-22,29,6477TU85
9593,553799,7,TU,GASOIL,2017-12-27,29,9246TU129
9857,555388,5,TU,ESSENCE,2017-10-05,29,6467TU136
9889,555420,7,TU,GASOIL,2017-10-05,12,4651TU79
10029,556002,4,TU,ESSENCE,2017-10-05,29,1400TU118
10126,556655,4,TU,ESSENCE,2017-10-05,30,6033TU82
10199,541704,6,TU,ESSENCE,2017-10-05,29,358TU165
10232,541737,7,TU,ESSENCE,2017-10-05,107,3237TU188
10341,542290,10,TU,GASOIL,2017-10-05,347,8821TU117
10445,542834,8,TU,GASOIL,2017-10-05,119,5042TU71
10449,542838,6,TU,GASOIL,2017-10-05,107,8823TU87
10500,543441,5,TU,ESSENCE,2017-10-05,119,8606TU95
10533,543474,8,TU,GASOIL,2017-10-05,103,7722TU110
10624,544010,4,TU,ESSENCE,2017-11-29,29,4244TU59
10786,544723,4,TU,ESSENCE,2017-10-05,107,6451TU113
10835,545325,7,TU,GASOIL,2017-11-30,12,4034TU119
10857,545347,6,TU,GASOIL,2017-10-05,29,8468TU123
10948,557153,9,TU,GASOIL,2017-10-05,103,3077TU121
11080,557726,10,TU,GASOIL,2017-12-14,376,2072TU152
11152,545867,7,TU,ESSENCE,2017-10-05,30,3152TU71
11241,545956,8,TU,GASOIL,2017-10-13,29,1430TU70
11273,546426,16,TRAC,GASOIL,2017-10-05,191,TRAC107496
11293,546446,8,TU,GASOIL,2017-10-05,376,9564TU184
11295,546448,10,TU,GASOIL,2017-10-30,376,7905TU157
11480,547742,10,TU,GASOIL,2017-10-05,376,2922TU66
11623,548439,6,TU,GASOIL,2017-10-05,338,4844TU173
12018,830284,7,TU,ESSENCE,2017-10-05,93,3984TU101
12034,830854,5,TU,ESSENCE,2017-10-05,30,9028TU61
12078,830898,7,TU,GASOIL,2017-10-05,29,3503TU130
12139,533384,7,TU,ESSENCE,2017-10-05,107,5385TU85
12175,533420,6,TU,ESSENCE,2017-10-05,29,8922TU63
12180,533425,8,TU,GASOIL,2017-10-05,29,8520TU46
12294,534090,10,TU,GASOIL,2017-10-05,103,706TU71
12307,534103,5,TU,ESSENCE,2017-11-20,119,3009TU84
12383,534621,7,TU,GASOIL,2017-10-05,29,8966TU112
12438,534676,8,TU,GASOIL,2017-10-05,363,3854TU73
12471,534710,8,TU,GASOIL,2017-10-05,376,3941TU173
12511,534750,5,TU,ESSENCE,2017-10-05,105,9496TU98
12535,534774,9,TU,GASOIL,2017-10-05,376,9107TU68
12572,534811,7,TU,GASOIL,2017-10-05,30,8689TU87
12788,536128,7,TU,GASOIL,2017-10-16,29,7932TU69
12817,536600,8,TU,GASOIL,2017-10-05,12,7956TU139
12887,536670,6,TU,GASOIL,2017-10-05,29,2519TU89
12900,536683,9,TU,GASOIL,2017-10-05,376,9365TU63
12957,537183,10,TU,GASOIL,2017-10-05,347,1585TU121
12988,537214,4,TU,ESSENCE,2017-10-05,30,6601TU91
13078,537852,6,TU,GASOIL,2017-10-05,29,9715TU94
13272,539046,10,TU,GASOIL,2017-10-05,376,3650TU137
13296,539070,5,TU,ESSENCE,2017-10-05,12,6600TU189
13329,539103,31,TU,GASOIL,2017-10-05,368,4070TU101
13356,539791,4,TU,ESSENCE,2017-10-05,503,5069TU162
13417,539852,5,TU,GASOIL,2017-10-05,107,6541TU66
13448,539883,6,TU,ESSENCE,2017-10-06,178,6949TU177
13510,540499,7,TU,GASOIL,2017-11-27,12,4902TU151
13523,540512,5,TU,ESSENCE,2017-11-30,30,6788TU117
13544,540533,7,TU,GASOIL,2017-11-27,29,2668TU70
13549,540538,7,TU,GASOIL,2017-11-29,12,6708TU58
13565,540992,5,TU,ESSENCE,2017-10-05,96,5417TU89
13700,527663,10,TU,GASOIL,2017-10-05,96,4881TU154
13732,527695,6,TU,GASOIL,2017-10-05,12,8452TU159
13787,528191,5,TU,ESSENCE,2017-11-14,808,4020TU201
13795,528199,5,RS,GASOIL,2017-10-05,105,RS44136
13816,528220,5,TU,ESSENCE,2017-10-05,30,1797TU46
13829,528233,5,TU,ESSENCE,2017-10-05,503,3885TU177
13840,528244,10,TU,GASOIL,2017-11-15,347,5713TU102
13843,528247,8,TU,GASOIL,2017-11-16,376,6221TU159
13846,528250,5,TU,ESSENCE,2017-10-05,30,2163TU122
13855,528259,7,TU,GASOIL,2017-11-15,871,2690TU163
13879,528283,5,TU,GASOIL,2017-11-16,107,1219TU183
13883,528287,10,TU,GASOIL,2017-11-16,376,9105TU97
13893,528297,10,TU,GASOIL,2017-11-15,376,2452TU116
13931,528780,4,TU,ESSENCE,2017-10-05,107,9868TU126
13934,528783,5,TU,ESSENCE,2017-10-05,30,8676TU170
13944,528793,5,TU,GASOIL,2017-10-05,323,9133TU180
13945,528794,9,TU,ESSENCE,2017-10-05,93,8165TU46
13987,528836,5,TU,ESSENCE,2017-10-05,119,7425TU89
14056,529351,4,TU,ESSENCE,2017-10-05,30,3441TU56
14098,529393,7,TU,ESSENCE,2017-10-05,107,1824TU181
14107,529402,34,TU,GASOIL,2017-10-05,368,4889TU185
14121,529970,5,TU,GASOIL,2017-10-05,29,2155TU78
14126,529975,7,TU,GASOIL,2017-10-05,29,6494TU134
14128,529977,5,TU,ESSENCE,2017-10-05,29,3970TU106
14141,529990,6,TU,GASOIL,2017-10-05,30,8457TU69
14154,530003,10,TU,GASOIL,2017-10-05,184,6594TU169
14156,530005,4,TU,ESSENCE,2017-10-05,107,9218TU151
14172,530021,6,TU,GASOIL,2017-10-05,29,6886TU169
14201,530050,8,TU,GASOIL,2017-10-05,376,6073TU169
14204,530053,7,TU,GASOIL,2017-10-05,107,7897TU169
14207,530056,7,TU,ESSENCE,2017-10-05,808,9003TU169
14245,530648,5,TU,ESSENCE,2017-10-05,30,3175TU64
14422,531382,5,TU,ESSENCE,2017-10-05,107,5895TU89
14426,531386,6,TU,ESSENCE,2017-10-05,30,3085TU64
14453,531852,5,TU,GASOIL,2017-10-05,12,5943TU193
14462,531861,34,TU,GASOIL,2017-10-05,187,804TU169
14470,531869,7,TU,GASOIL,2017-10-05,29,4526TU116
14496,531895,4,TU,ESSENCE,2017-11-22,30,5009TU96
14543,531942,7,TU,ESSENCE,2017-11-10,29,5314TU70
14596,532551,8,TU,GASOIL,2017-10-05,103,4256TU69
14648,532603,8,TU,GASOIL,2017-10-31,376,6012TU154
14709,826270,5,TU,ESSENCE,2017-10-05,30,5336TU113
14959,827507,4,TU,ESSENCE,2017-10-05,119,1033TU120
15002,827880,8,TU,GASOIL,2017-10-05,103,819TU75
15166,828482,5,TU,ESSENCE,2017-10-05,30,5003TU119
15411,829717,8,TU,GASOIL,2017-10-11,29,6642TU112
15454,524556,8,TU,GASOIL,2017-10-05,29,3870TU56
15474,524576,4,TU,ESSENCE,2017-10-05,30,1159TU50
15492,524594,7,TU,GASOIL,2017-10-05,12,4552TU76
15493,524595,10,TU,GASOIL,2017-10-05,338,2821TU145
15498,524600,8,RS,ESSENCE,2017-10-05,808,RS164314
15503,524605,6,TU,GASOIL,2017-10-05,206,4587TU75
15811,524470,4,TU,ESSENCE,2017-10-05,29,7037TU120
15813,524472,7,TU,ESSENCE,2017-10-05,29,9514TU58
15815,524474,4,TU,ESSENCE,2017-10-05,119,6707TU118
15838,524497,4,TU,ESSENCE,2017-10-05,107,1999TU98
15840,524499,5,TU,ESSENCE,2017-10-05,29,3564TU185
15885,525212,5,TU,ESSENCE,2017-10-05,30,485TU181
15902,525229,6,TU,GASOIL,2017-10-05,12,3542TU185
15909,525236,6,TU,GASOIL,2017-10-05,12,2368TU185
15937,525264,5,TU,ESSENCE,2017-10-05,30,3712TU185
15949,525276,5,TU,ESSENCE,2017-10-05,808,3457TU185
15952,525279,6,TU,GASOIL,2017-10-05,107,6581TU75
15978,525305,13,TU,GASOIL,2017-10-05,184,7552TU79
16010,525672,4,TU,ESSENCE,2017-10-05,119,1328TU92
16017,525679,4,TU,ESSENCE,2017-10-05,30,292TU90
16029,525691,8,TU,GASOIL,2017-10-05,12,9583TU105
16044,525706,8,TU,GASOIL,2017-10-05,107,4351TU151
16047,525709,4,TU,ESSENCE,2017-10-05,30,6445TU107
16088,525750,5,TU,ESSENCE,2017-10-05,119,4226TU110
16093,525755,5,TU,GASOIL,2017-10-05,12,6079TU164
16117,526220,12,TU,GASOIL,2017-10-05,121,6522TU45
16151,526254,4,TU,GASOIL,2017-10-05,119,9991TU139
16194,526297,7,TU,GASOIL,2017-10-05,12,6654TU79
16198,526301,10,TU,GASOIL,2017-10-05,376,9361TU89
16202,526305,11,TU,GASOIL,2017-10-05,1399,8425TU119
16246,526904,8,TU,GASOIL,2017-11-13,376,7701TU38
16257,526915,7,TU,GASOIL,2017-11-14,12,624TU137
16279,526937,5,TU,ESSENCE,2017-10-05,30,105TU77
16288,526946,4,TU,ESSENCE,2017-10-30,105,3414TU84
16306,526964,7,TU,ESSENCE,2017-10-05,105,8041TU71
16372,821052,8,TU,GASOIL,2017-10-05,30,426TU161
16595,822270,8,TU,GASOIL,2017-10-09,178,8355TU128
16773,823220,7,TU,GASOIL,2017-10-05,107,3224TU101
16959,823952,6,TU,GASOIL,2017-10-05,107,1878TU137
16973,823966,6,TU,GASOIL,2017-10-05,107,293TU125
17099,824973,4,TU,ESSENCE,2017-10-05,30,5721TU46
17279,825704,10,TU,GASOIL,2017-10-05,503,2521TU120
17322,513784,7,TU,GASOIL,2017-10-05,30,6494TU103
17350,513812,10,TU,GASOIL,2017-10-05,178,3366TU98
17351,513813,8,TU,GASOIL,2017-10-05,107,4424TU84
17354,513816,10,TU,GASOIL,2017-10-05,376,1730TU135
17365,513827,4,TU,ESSENCE,2017-10-05,29,5014TU98
17375,513837,4,TU,ESSENCE,2017-10-05,119,6514TU85
17478,514495,6,TU,ESSENCE,2017-10-05,30,602TU117
17495,514512,10,TU,GASOIL,2017-10-05,376,7468TU75
17499,514516,10,TU,GASOIL,2017-10-05,376,6215TU78
17520,514537,4,TU,ESSENCE,2017-10-05,29,5252TU75
17521,514538,4,TU,ESSENCE,2017-10-05,12,4836TU82
17523,514540,4,TU,ESSENCE,2017-10-05,12,6317TU148
17526,514543,6,TU,GASOIL,2017-10-05,30,5913TU74
17594,515056,10,TU,GASOIL,2017-11-09,96,477TU121
17624,515086,10,TU,GASOIL,2017-11-09,347,375TU152
17729,515744,4,TU,ESSENCE,2017-10-05,30,8521TU89
18092,518107,5,TU,ESSENCE,2017-10-05,107,2450TU148
18172,518187,10,TU,GASOIL,2017-10-05,376,6237TU134
18199,518660,4,TU,ESSENCE,2017-10-19,119,4039TU83
18221,518682,9,TU,GASOIL,2017-11-14,9980,6636TU200
18222,518683,8,TU,GASOIL,2017-10-11,376,6506TU200
18241,518702,7,TU,GASOIL,2017-10-13,12,6887TU77
18242,518703,12,TU,GASOIL,2017-10-06,96,4195TU117
18252,518713,4,TU,ESSENCE,2017-10-12,30,6343TU163
18295,518756,5,TU,GASOIL,2017-10-16,107,4446TU163
18336,519237,8,TU,GASOIL,2017-11-17,107,1156TU132
18338,519239,10,TU,GASOIL,2017-10-05,184,6918TU170
18356,519257,4,TU,ESSENCE,2017-11-02,119,5154TU86
18436,519893,6,TU,ESSENCE,2017-10-05,29,4991TU139
18453,519910,13,TU,GASOIL,2017-11-27,338,296TU114
18457,519914,4,TU,ESSENCE,2017-11-29,30,1816TU95
18460,519917,5,TU,ESSENCE,2017-12-15,96,7739TU162
18587,520380,10,TU,GASOIL,2017-10-05,184,8280TU151
18751,521543,10,TU,GASOIL,2017-10-05,376,8942TU91
19081,504354,10,TU,GASOIL,2017-10-05,376,9991TU91
19083,504356,8,TU,GASOIL,2017-10-05,376,9577TU192
19124,504397,7,TU,GASOIL,2017-10-05,29,2522TU133
19127,504400,6,TU,GASOIL,2017-10-05,323,1666TU170
19143,504416,4,TU,GASOIL,2017-10-05,323,4913TU151
19146,504419,5,TU,ESSENCE,2017-10-05,119,5689TU122
19161,504434,7,TU,ESSENCE,2017-10-05,30,7109TU51
19210,504927,5,TU,ESSENCE,2017-10-05,30,2457TU40
19250,504967,10,TU,GASOIL,2017-10-05,107,5346TU87
19276,504993,4,TU,ESSENCE,2017-10-05,119,7920TU180
19301,505461,5,TU,GASOIL,2017-10-27,29,1648TU197
19323,505483,5,TU,GASOIL,2017-10-30,12,2710TU160
19333,505493,28,TU,GASOIL,2017-10-26,102,3586TU162
19361,505521,4,TU,ESSENCE,2017-10-25,12,3187TU111
19375,505535,7,TU,GASOIL,2017-10-05,107,6254TU107
19378,505538,5,TU,ESSENCE,2017-10-05,29,7566TU49
19380,505540,5,TU,GASOIL,2017-10-05,29,4304TU157
19382,505542,12,TU,GASOIL,2017-10-05,121,7678TU42
19389,505549,5,TU,ESSENCE,2017-10-05,30,7811TU181
19426,506032,5,TU,GASOIL,2017-10-05,107,7238TU75
19432,506038,24,TU,GASOIL,2017-11-09,30,9440TU144
19433,506039,5,TU,ESSENCE,2017-10-05,30,4000TU152
19495,506101,7,TU,ESSENCE,2017-10-05,29,4983TU92
19513,506119,6,TU,GASOIL,2017-10-05,29,5525TU84
19521,506680,8,TU,GASOIL,2017-10-05,29,4705TU117
19525,506684,8,TU,GASOIL,2017-10-05,29,6207TU79
19541,506700,4,TU,ESSENCE,2017-10-05,29,5504TU106
19586,506745,10,TU,GASOIL,2017-10-05,376,4950TU91
19591,506750,10,TU,GASOIL,2018-01-04,96,1177TU118
19593,506752,8,TU,GASOIL,2017-10-05,376,588TU185
19616,506775,8,TU,GASOIL,2017-10-05,376,8680TU188
19620,506779,5,TU,GASOIL,2017-10-05,105,1189TU89
19732,507446,6,TU,ESSENCE,2017-10-05,29,9247TU133
19747,508018,6,TU,ESSENCE,2017-10-26,177,9652TU200
19870,508690,6,TU,GASOIL,2017-10-05,29,1060TU166
19872,508692,6,TU,GASOIL,2017-10-05,29,1751TU156
19926,508746,4,TU,ESSENCE,2017-10-05,30,2105TU82
19951,508771,4,TU,ESSENCE,2017-10-05,30,3280TU107
19963,509229,5,TU,ESSENCE,2017-10-24,119,2817TU113
19990,509256,5,TU,ESSENCE,2017-10-26,96,5902TU88
19992,509258,12,TU,GASOIL,2017-11-02,177,4177TU120
20016,509282,4,TU,ESSENCE,2017-10-05,30,215TU50
20043,509309,7,TU,GASOIL,2017-10-05,29,8788TU132
20048,509314,8,TU,GASOIL,2017-10-25,376,3877TU169
20115,509829,10,TU,ESSENCE,2017-10-05,107,3575TU192
20121,509835,4,TU,ESSENCE,2017-10-05,119,4851TU74
20125,509839,5,TU,ESSENCE,2017-10-05,105,1674TU193
20137,509851,4,TU,ESSENCE,2017-10-05,29,3048TU141
20183,510337,7,TU,GASOIL,2017-10-05,30,1408TU99
20194,510348,10,TU,GASOIL,2017-10-05,376,3205TU95
20198,510352,8,TU,GASOIL,2017-10-05,376,9867TU176
20219,510373,5,TU,GASOIL,2017-10-05,30,4698TU159
20262,510416,7,TU,GASOIL,2017-10-05,29,8729TU70
20297,511005,10,TU,GASOIL,2017-10-05,96,3324TU88
20328,511036,10,TU,GASOIL,2017-10-05,376,3369TU148
20370,511078,10,TU,GASOIL,2017-10-05,347,5243TU133
20390,511098,8,TU,GASOIL,2017-10-05,376,1635TU177
20391,511099,4,TU,ESSENCE,2017-10-05,29,3106TU83
20396,511104,10,TU,GASOIL,2017-10-05,347,6264TU129
20409,511450,4,TU,ESSENCE,2017-10-05,12,7747TU39
20421,511462,4,TU,ESSENCE,2017-10-05,96,2789TU89
20439,511480,5,TU,ESSENCE,2017-10-05,107,1601TU187
20451,511492,10,TU,GASOIL,2017-10-05,376,2872TU115
20459,511500,8,TU,GASOIL,2017-11-03,376,1960TU201
20483,511524,7,TU,GASOIL,2017-10-05,105,5223TU87
20517,512000,8,TU,GASOIL,2017-10-05,376,2105TU193
20583,512066,12,TU,GASOIL,2017-11-06,121,9602TU41
20588,512071,6,TU,ESSENCE,2017-12-26,29,2467TU132
20590,512073,5,TU,ESSENCE,2017-11-07,29,3048TU113
20605,512088,5,TU,ESSENCE,2017-11-09,107,2974TU150
20611,512094,5,TU,ESSENCE,2017-10-05,105,9935TU102
20647,512684,6,RS,GASOIL,2017-11-06,323,RS174100
20687,512724,8,TU,GASOIL,2017-11-03,107,7431TU86
20708,512745,7,TU,ESSENCE,2017-11-07,107,1112TU162
20792,513275,6,TU,GASOIL,2017-10-05,30,2923TU135
20795,513278,17,TU,GASOIL,2017-10-05,178,6350TU66
20800,513283,6,TU,GASOIL,2017-10-05,30,2180TU125
20823,513306,10,TU,GASOIL,2017-10-05,184,5066TU87
20830,513313,5,TU,ESSENCE,2017-10-05,30,3643TU166
20910,494551,5,TU,ESSENCE,2017-10-05,12,756TU135
20928,494569,5,TU,ESSENCE,2017-10-05,107,4306TU147
20966,495277,5,TU,ESSENCE,2017-10-05,503,6542TU176
20967,495278,5,TU,ESSENCE,2017-10-05,503,6543TU176
21024,495335,17,TU,GASOIL,2017-10-05,376,2801TU135
21051,495362,4,TU,ESSENCE,2017-10-05,182,7436TU184
21056,495367,4,TU,ESSENCE,2017-10-05,808,4679TU164
21133,495997,10,TU,GASOIL,2017-10-05,347,6954TU150
21138,496002,7,TU,GASOIL,2017-10-05,12,7771TU130
21143,496007,6,TU,ESSENCE,2017-10-05,178,3047TU172
21153,496017,5,TU,ESSENCE,2017-10-05,178,3501TU172
21195,496612,4,TU,ESSENCE,2017-10-05,347,6231TU176
21217,496634,8,TU,GASOIL,2017-10-05,29,4618TU34
21236,496653,5,TU,ESSENCE,2017-10-05,30,1712TU130
21327,497190,4,TU,ESSENCE,2017-10-05,119,470TU180
21328,497191,4,TU,ESSENCE,2017-10-05,30,5106TU175
21357,497220,8,TU,GASOIL,2017-10-26,107,8134TU97
21371,497234,6,TU,ESSENCE,2017-10-16,30,4506TU62
21377,497240,7,TU,GASOIL,2017-10-05,103,4464TU123
21410,497825,5,TU,ESSENCE,2017-10-05,30,8658TU135
